row,keyword,old_url,new_url,gsc_clicks,gsc_impressions,gsc_position,gsc_page_count_for_query
111,iso 9001 2000,https://knacert.com.vn/blogs/tin-tuc/tieu-chuan-iso-90012015-la-gi-kna-cert,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-9001-la-gi/,0.0,8.0,11.75,1
112,chứng nhận iso 9001 2015,https://knacert.com.vn/tin-tuc-tieu-chuan/hoi-dap-giay-chung-nhan-iso-9001-do-co-quan-nao-cap/,https://knacert.com.vn/dich-vu/chung-nhan-iso-9001/,0.0,16.0,14.75,4
113,tiêu chuẩn việt nam iso 9001,https://knacert.com.vn/blogs/tin-tuc/tieu-chuan-iso-90012015-la-gi-kna-cert,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-9001-la-gi/,0.0,1.0,31.0,1
114,tiêu chuẩn iso 9001 2015 pdf,https://knacert.com.vn/blogs/tin-tuc/tieu-chuan-iso-90012015-la-gi-kna-cert,https://knacert.com.vn/tin-tuc-tieu-chuan/tai-lieu-iso-90012015-pdf/,0.0,1.0,13.0,1
116,chứng nhận iso 9001 là gì,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-90012015/,https://knacert.com.vn/tin-tuc-tieu-chuan/hoi-dap-giay-chung-nhan-iso-9001-do-co-quan-nao-cap/,0.0,14.0,5.5,5
117,chứng nhận iso 9001 la gì,https://knacert.com.vn/blogs/tin-tuc/muc-dich-cua-iso-9001-y-nghia-va-vai-tro-cot-loi,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-iso-9001-la-gi/,0.0,5.0,9.2,1
118,chứng nhận iso 14064,,https://knacert.com.vn/dich-vu/chung-nhan-iso-14064/,0.0,26.0,11.384615384615385,2
119,iso 14064,https://knacert.com.vn/blogs/tin-tong-hop/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien/,0.0,38.0,7.394736842105263,1
120,iso 14064 1,https://knacert.com.vn/blogs/tin-tong-hop/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien,https://knacert.com.vn/tin-tuc-tieu-chuan/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien/,0.0,3.0,15.666666666666666,1
121,iso 14064 1 2018,https://knacert.com.vn/blogs/tin-tong-hop/iso-14064-la-gi-huong-dan-kiem-ke-khi-nha-kinh-toan-dien,https://knacert.com.vn/tin-tuc-tieu-chuan/download-tieu-chuan-iso-14064-12018-pdf-tieng-viet/,0.0,5.0,8.8,3
123,báo cáo cbam,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,1.0,25.0,1
124,cbam,https://knacert.com.vn/blogs/hoi-dap/nhung-cau-hoi-thuong-gap-ve-ce-marking,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,17.0,18.529411764705884,1
125,cbam là gì,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,30.0,15.366666666666667,1
126,chứng chỉ cbam,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-cbam-la-gi-cach-mua-cbam-certificate-tu-eu/,0.0,4.0,6.5,1
127,cơ chế cbam,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,2.0,29.5,1
128,cơ chế cbam là gì,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,7.0,21.714285714285715,1
130,eu cbam,https://knacert.com.vn/blogs/tin-tong-hop/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu,https://knacert.com.vn/tin-tuc-tieu-chuan/cbam-la-gi-toan-canh-co-che-dieu-chinh-bien-gioi-carbon-cua-eu/,0.0,2.0,35.0,1
131,duns,https://knacert.com.vn/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep,https://knacert.com.vn/dich-vu/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep/,1.0,233.0,6.394849785407725,2
132,số duns là gì,https://knacert.com.vn/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep,https://knacert.com.vn/dich-vu/ma-so-duns-la-gi-dang-ki-ma-duns-cho-doanh-nghiep/,0.0,38.0,4.7368421052631575,1
133,haccp,https://knacert.com.vn/tin-tuc-tieu-chuan/pham-vi-ap-dung-cua-haccp-la-gi/,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,0.0,294.0,9.346938775510203,13
134,haccpa,https://knacert.com.vn/dao-tao-chung-nhan-haccp,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,0.0,1.0,11.0,2
135,haccp là gì,https://knacert.com.vn/blogs/tin-tuc/moi-lien-quan-giua-fssc-22000-va-iso-22000-va-haccp,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,1.0,674.0,10.289317507418398,6
136,chứng nhận haccp,https://knacert.com.vn/dao-tao-chung-nhan-haccp,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,2.0,254.0,2.732283464566929,5
137,chứng nhận haccp là gì,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,0.0,136.0,7.794117647058823,2
138,chứng chỉ haccp,https://knacert.com.vn/blogs/tin-tuc/chung-chi-haccp-la-gi-thoi-han-cho-chung-chi-nay-la-bao-lau,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,1.0,96.0,2.864583333333333,4
139,giấy chứng nhận haccp,https://knacert.com.vn/tin-tuc-tieu-chuan/chung-chi-haccp-la-gi-thoi-han-cho-chung-chi-nay-la-bao-lau/,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,0.0,60.0,4.9,4
140,tiêu chuẩn haccp là gì,https://knacert.com.vn/blogs/tin-tuc/7-nguyen-tac-cua-he-thong-haccp,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,0.0,3.0,21.0,3
141,haccp là chứng nhận gì,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-haccp/,0.0,174.0,6.689655172413793,2
142,haccp,https://knacert.com.vn/tin-tuc-tieu-chuan/pham-vi-ap-dung-cua-haccp-la-gi/,https://knacert.com.vn/tin-tuc-tieu-chuan/muc-dich-cua-viec-ap-dung-haccp-la-gi/,0.0,294.0,9.346938775510203,13
143,iso 22000,https://knacert.com.vn/blogs/tin-tuc/danh-sach-tai-lieu-iso-220002018-bat-buoc,https://knacert.com.vn/tin-tuc-tieu-chuan/cac-phien-ban-cua-iso-22000-va-su-khac-nhau-cua-iso-22000-phien-ban-2018-voi-2005/,0.0,95.0,10.989473684210527,7
144,iso 220002018,https://knacert.com.vn/blogs/tin-tuc/diem-cai-tien-trong-iso-220002018---phien-ban-moi-nhat-cua-iso-22000,https://knacert.com.vn/tin-tuc-tieu-chuan/bai-giang-iso-220002018/,0.0,4.0,8.75,4
145,chứng nhận iso 22000,https://knacert.com.vn/blogs/tin-tuc/danh-sach-tai-lieu-iso-220002018-bat-buoc,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,27.0,15.222222222222221,3
147,chứng nhận iso 22000 2018,https://knacert.com.vn/products?id=48,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,9.0,11.0,1
148,giấy chứng nhận iso 22000,https://knacert.com.vn/products?id=48,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,7.0,8.571428571428571,2
149,cấp chứng nhận iso 22000,https://knacert.com.vn/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,8.0,13.125,1
151,dịch vụ chứng nhận iso 22000,,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,1.0,12.0,1
152,giấy chứng nhận iso 22000 là gì,,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-iso-220002018-an-toan-thuc-pham/,0.0,4.0,12.0,1
153,chứng nhận eudr,https://knacert.com.vn/blogs/tin-tong-hop/eudr-la-gi-tat-tan-tat-quy-dinh-chong-pha-rung-eu-moi-nhat-20231115,https://knacert.com.vn/dich-vu/chung-nhan-eudr-nam-bat-co-hoi-xuat-khau-sang-chau-au/,0.0,11.0,9.272727272727273,3
155,eudr là gì,https://knacert.com.vn/blogs/tin-tong-hop/eudr-la-gi-tat-tan-tat-quy-dinh-chong-pha-rung-eu-moi-nhat-20231115,https://knacert.com.vn/tin-tuc-tieu-chuan/eudr-la-gi-tat-tan-tat-quy-dinh-chong-pha-rung-eu-moi-nhat-20231115/,6.0,290.0,2.7448275862068963,1
156,fssc 22000 là gì,https://knacert.com.vn/blogs/hoi-dap/10-cau-hoi-thuong-gap-trong-qua-trinh-tu-van-chung-nhan-fssc-22000,https://knacert.com.vn/tin-tuc-tieu-chuan/fssc-22000-la-gi-noi-dung-va-loi-ich-khi-doanh-nghiep-ap-dung/,1.0,202.0,3.6930693069306932,3
157,chứng nhận fssc 22000,https://knacert.com.vn/blogs/hoi-dap/10-cau-hoi-thuong-gap-trong-qua-trinh-tu-van-chung-nhan-fssc-22000,https://knacert.com.vn/tin-tuc-tieu-chuan/fssc-22000-la-gi-noi-dung-va-loi-ich-khi-doanh-nghiep-ap-dung/,0.0,21.0,3.761904761904762,5
158,chứng nhận fssc 22000 là gì,https://knacert.com.vn/blogs/tin-tuc/fssc-22000-la-gi-noi-dung-va-loi-ich-khi-doanh-nghiep-ap-dung,https://knacert.com.vn/tin-tuc-tieu-chuan/fssc-22000-la-gi-noi-dung-va-loi-ich-khi-doanh-nghiep-ap-dung/,0.0,20.0,3.65,4
159,fsc,https://knacert.com.vn/tin-tuc-tieu-chuan/fsc-la-gi-tim-hieu-tieu-chuan-fsc-coc-cho-nganh-go-moi-nhat/,https://knacert.com.vn/phat-trien-ben-vung/can-lam-gi-de-duoc-cap-chung-chi-fsc-fm/,0.0,1.0,89.0,1
160,fsc là gì,https://knacert.com.vn/tin-tuc-tieu-chuan/fsc-la-gi-tim-hieu-tieu-chuan-fsc-coc-cho-nganh-go-moi-nhat/,https://knacert.com.vn/tin-tuc-tieu-chuan/hoa-don-fsc-ho-so-fsc-can-co-khi-xuat-hang-fsc/,0.0,1.0,1.0,1
167,chứng chỉ kosher,https://knacert.com.vn/blogs/hoi-dap/to-chuc-nao-chung-nhan-kosher-uy-tin-nhat,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-kosher/,0.0,18.0,3.611111111111111,1
168,chứng chỉ kosher là gì,https://knacert.com.vn/blogs/tin-tuc/phan-biet-tieu-chuan-halal-va-kosher,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-kosher/,0.0,1.0,5.0,2
170,kosher food là gì,https://knacert.com.vn/blogs/tin-tuc/doc-dao-net-an-uong-ky-tinh-nhu-nguoi-do-thai,https://knacert.com.vn/tin-tuc-tieu-chuan/phan-biet-tieu-chuan-halal-va-kosher/,0.0,26.0,4.576923076923077,1
171,brc,https://knacert.com.vn/blogs/q-a/frequently-asked-questions-on-brc-standard-food-safety,https://knacert.com.vn/phat-trien-ben-vung/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham/,0.0,32.0,11.875,4
172,brc la gi,https://knacert.com.vn/blogs/hoi-dap/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham,https://knacert.com.vn/phat-trien-ben-vung/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham/,0.0,2.0,20.0,2
173,brc là gì,https://knacert.com.vn/blogs/tin-tuc/brc-packaging-brc-iop---tieu-chuan-brc-ve-vat-lieu-dong-goi,https://knacert.com.vn/phat-trien-ben-vung/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham/,0.0,10.0,25.4,5
174,chứng nhận brc,https://knacert.com.vn/chung-nhan-brciop-bao-bi-thuc-pham,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-brcifs-food/,0.0,5.0,26.6,3
175,tiêu chuẩn brc là gì,https://knacert.com.vn/blogs/hoi-dap/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham,https://knacert.com.vn/phat-trien-ben-vung/nhung-cau-hoi-tuong-gap-ve-tieu-chuan-brc-an-toan-thuc-pham/,0.0,4.0,17.0,1
176,ifs food là gì,https://knacert.com.vn/tin-tuc-tieu-chuan/chung-nhan-brc-ifs-co-thay-the-haccp-duoc-khong-doanh-nghiep-nen-chon-chung-nhan-nao/,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-ifs-food-la-gi/,0.0,15.0,10.666666666666666,4
177,halal gcc,https://knacert.com.vn/blogs/tin-tuc/tieu-chuan-halal-la-gi,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-halal-la-gi/,0.0,1.0,56.0,1
179,fda là gì,https://knacert.com.vn/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,1.0,639.0,7.909233176838811,1
180,chứng nhận fda,https://knacert.com.vn/blogs/tin-tuc/dang-ky-cap-giay-chung-nhan-fda-cho-thuc-pham,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,1.0,243.0,8.991769547325102,3
181,cấp chứng nhận fda,https://knacert.com.vn/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,0.0,108.0,3.990740740740741,3
182,chứng nhận fda là gì,https://knacert.com.vn/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,0.0,66.0,7.151515151515151,1
183,chứng chỉ fda,https://knacert.com.vn/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,0.0,37.0,6.702702702702703,3
184,tiêu chuẩn fda,https://knacert.com.vn/blogs/tin-tuc/nhung-dieu-ban-can-biet-ve-chung-nhan-fda-hoa-ki,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,0.0,8.0,10.625,1
185,giấy chứng nhận fda,https://knacert.com.vn/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda,https://knacert.com.vn/dich-vu/dang-ky-fda-la-gi-thu-tuc-xin-giay-chung-nhan-fda/,0.0,44.0,6.909090909090909,3
186,un mark,https://knacert.com.vn/chung-nhan-un-mark-cho-cac-hang-hoa-nguy-hiem,https://knacert.com.vn/dich-vu/chung-nhan-un-mark-cho-cac-hang-hoa-nguy-hiem/,0.0,22.0,4.363636363636363,2
187,chứng nhận un mark,,https://knacert.com.vn/dich-vu/chung-nhan-un-mark-cho-cac-hang-hoa-nguy-hiem/,0.0,11.0,3.6363636363636362,2
188,global gap,https://knacert.com.vn/global-gap,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-global-gap/,0.0,21.0,15.333333333333334,3
189,global gap là gì,https://knacert.com.vn/dao-tao-chung-nhan-global-gap,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau/,1.0,56.0,7.839285714285714,1
190,chứng nhận global gap,https://knacert.com.vn/blogs/tin-tuc/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-global-gap/,0.0,31.0,10.67741935483871,3
191,tiêu chuẩn global gap,https://knacert.com.vn/dich-vu/dao-tao-chung-nhan-global-gap/,https://knacert.com.vn/tin-tuc-tieu-chuan/tieu-chuan-vietgap-va-globalgap-co-gi-giong-va-khac-nhau/,0.0,10.0,12.9,2
193,eutr là gì,https://knacert.com.vn/blogs/tin-tuc/quy-dinh-ve-go-cua-lien-minh-chau-au-eutr-la-gi,https://knacert.com.vn/cong-cu-cai-tien/quy-dinh-ve-go-cua-lien-minh-chau-au-eutr-la-gi/,1.0,12.0,2.0,4
194,chứng chỉ pefc,https://knacert.com.vn/blogs/tin-tuc/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung,https://knacert.com.vn/tin-tuc-tieu-chuan/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung/,0.0,10.0,8.1,2
195,chứng chỉ pefc là gì,https://knacert.com.vn/dich-vu/chung-nhan-tieu-chuan-rung-pefc/,https://knacert.com.vn/tin-tuc-tieu-chuan/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung/,1.0,15.0,4.0,3
196,chứng nhận pefc,https://knacert.com.vn/blogs/tin-tuc/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung,https://knacert.com.vn/tin-tuc-tieu-chuan/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung/,0.0,11.0,2.4545454545454546,2
197,pefc là gì,https://knacert.com.vn/chung-nhan-tieu-chuan-rung-pefc,https://knacert.com.vn/tin-tuc-tieu-chuan/pefc-la-gi-tieu-chuan-pefccocfm-va-chung-chi-rung/,0.0,37.0,6.108108108108108,3
198,chứng chỉ grs,https://knacert.com.vn/blogs/hoi-dap/chung-nhan-grs-la-gi-tai-sao-ban-nen-quan-tam-den-chung-nhan-grs,https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-chung-nhan-grs-gom-may-buoc/,0.0,21.0,8.428571428571429,4
199,chứng chỉ grs là gì,https://knacert.com.vn/grs-global-recycled-standard,https://knacert.com.vn/cong-cu-cai-tien/tieu-chuan-tai-che-toan-cau-grs-la-gi-kna-cert/,1.0,7.0,7.714285714285714,4
200,chứng nhận grs,https://knacert.com.vn/dich-vu/grs-tieu-chuan-tai-che-toan-cau/,https://knacert.com.vn/tin-tuc-tieu-chuan/quy-trinh-chung-nhan-grs-gom-may-buoc/,0.0,15.0,9.333333333333334,3
201,chứng nhận grs là gì,https://knacert.com.vn/grs-tieu-chuan-tai-che-toan-cau,https://knacert.com.vn/dich-vu/grs-tieu-chuan-tai-che-toan-cau/,0.0,15.0,18.066666666666666,2
203,grs là gì,https://knacert.com.vn/grs-tieu-chuan-tai-che-toan-cau,https://knacert.com.vn/cong-cu-cai-tien/tieu-chuan-tai-che-toan-cau-grs-la-gi-kna-cert/,0.0,58.0,4.0,4
