url,previous_source_row,new_source_row
https://knacert.com.vn/,303,341
https://knacert.com.vn/tin-tuc-tieu-chuan/chung-nhan-kosher-cho-san-pham-hat-dieu-cong-ty-tnhh-mtv-san-xuat-thuong-mai-phu-son,450,454
https://knacert.com.vn/,341,554
https://knacert.com.vn/,554,660
https://knacert.com.vn/,660,714
https://knacert.com.vn/,714,727
